Date,SP500,GOLD,RATIO,RATIO_BASE100,MM7
1987-06-30,304.0,,,,
1987-07-31,318.66,,,,
1987-08-31,329.8,,,,
1987-09-30,321.83,,,,
1987-10-30,251.79,,,,
1987-11-30,230.3,,,,
1987-12-31,247.08,,,,
1988-01-01,,465.25,,,
1988-01-02,,423.75,,,
1988-01-03,,458.0,,,
1988-01-04,,449.75,,,
1988-01-05,,454.0,,,
1988-01-06,,436.85,,,
1988-01-07,,432.7,,,
1988-01-08,,426.35,,,
1988-01-09,,396.15,,,
1988-01-10,,412.3,,,
1988-01-11,,421.3,,,
1988-01-12,,410.15,,,
1988-01-29,257.07,,,,
1988-02-29,267.82,,,,
1988-03-31,258.89,,,,
1988-04-29,261.33,,,,
1988-05-31,262.16,,,,
1988-06-30,273.5,,,,
1988-07-29,272.02,,,,
1988-08-31,261.52,,,,
1988-09-30,271.91,,,,
1988-10-31,278.97,,,,
1988-11-30,273.7,,,,
1988-12-30,277.72,,,,
1989-01-01,,394.85,,,
1989-01-02,,386.75,,,
1989-01-03,,382.3,,,
1989-01-04,,381.3,,,
1989-01-05,,363.5,,,
1989-01-06,,371.15,,,
1989-01-07,,369.1,,,
1989-01-08,,359.6,,,
1989-01-09,,369.0,,,
1989-01-10,,376.05,,,
1989-01-11,,406.8,,,
1989-01-12,,401.0,,,
1989-01-31,297.47,,,,
1989-02-28,288.86,,,,
1989-03-31,294.87,,,,
1989-04-28,309.64,,,,
1989-05-31,320.52,,,,
1989-06-30,317.98,,,,
1989-07-31,346.08,,,,
1989-08-31,351.45,,,,
1989-09-29,349.15,,,,
1989-10-31,340.36,,,,
1989-11-30,345.99,,,,
1989-12-29,353.4,,,,
1990-01-01,,417.55,,,
1990-01-02,,409.1,,,
1990-01-03,,372.2,,,
1990-01-04,,371.55,,,
1990-01-05,,363.7,,,
1990-01-06,,352.4,,,
1990-01-07,,371.1,,,
1990-01-08,,388.1,,,
1990-01-09,,406.1,,,
1990-01-10,,379.25,,,
1990-01-11,,384.8,,,
1990-01-12,,391.0,,,
1990-01-31,329.08,,,,
1990-02-28,331.89,,,,
1990-03-30,339.94,,,,
1990-04-30,330.8,,,,
1990-05-31,361.23,,,,
1990-06-29,358.02,,,,
1990-07-31,356.15,,,,
1990-08-31,322.56,,,,
1990-09-28,306.05,,,,
1990-10-31,304.0,,,,
1990-11-30,322.22,,,,
1990-12-31,330.22,,,,
1991-01-01,,369.6,,,
1991-01-02,,363.0,,,
1991-01-03,,354.0,,,
1991-01-04,,353.45,,,
1991-01-05,,361.55,,,
1991-01-06,,366.9,,,
1991-01-07,,363.6,,,
1991-01-08,,347.0,,,
1991-01-09,,350.5,,,
1991-01-10,,357.4,,,
1991-01-11,,366.85,,,
1991-01-12,,353.4,,,
1991-01-31,343.93,,,,
1991-02-28,367.07,,,,
1991-03-28,375.22,,,,
1991-04-30,375.34,,,,
1991-05-31,389.83,,,,
1991-06-28,371.16,,,,
1991-07-31,387.81,,,,
1991-08-30,395.43,,,,
1991-09-30,387.86,,,,
1991-10-31,392.45,,,,
1991-11-29,375.22,,,,
1991-12-31,417.09,,,,
1992-01-01,,354.15,,,
1992-01-02,,353.05,,,
1992-01-03,,341.5,,,
1992-01-04,,336.25,,,
1992-01-05,,337.55,,,
1992-01-06,,343.4,,,
1992-01-07,,357.95,,,
1992-01-08,,340.5,,,
1992-01-09,,349.0,,,
1992-01-10,,338.8,,,
1992-01-11,,333.7,,,
1992-01-12,,332.9,,,
1992-01-31,408.78,,,,
1992-02-28,412.7,,,,
1992-03-31,403.69,,,,
1992-04-30,414.95,,,,
1992-05-29,415.35,,,,
1992-06-30,408.14,,,,
1992-07-31,424.21,,,,
1992-08-31,414.03,,,,
1992-09-30,417.8,,,,
1992-10-30,418.68,,,,
1992-11-30,431.35,,,,
1992-12-31,435.71,,,,
1993-01-01,,330.75,,,
1993-01-02,,328.75,,,
1993-01-03,,336.9,,,
1993-01-04,,353.45,,,
1993-01-05,,381.0,,,
1993-01-06,,379.0,,,
1993-01-07,,403.7,,,
1993-01-08,,370.6,,,
1993-01-09,,352.65,,,
1993-01-10,,369.1,,,
1993-01-11,,370.8,,,
1993-01-12,,390.65,,,
1993-01-29,438.78,,,,
1993-02-26,443.38,,,,
1993-03-31,451.67,,,,
1993-04-30,440.19,,,,
1993-05-28,450.19,,,,
1993-06-30,450.53,,,,
1993-07-30,448.13,,,,
1993-08-31,463.56,,,,
1993-09-30,458.93,,,,
1993-10-29,467.83,,,,
1993-11-30,461.79,,,,
1993-12-31,466.45,,,,
1994-01-01,,378.2,,,
1994-01-02,,380.75,,,
1994-01-03,,389.7,,,
1994-01-04,,376.45,,,
1994-01-05,,386.25,,,
1994-01-06,,385.4,,,
1994-01-07,,384.05,,,
1994-01-08,,386.25,,,
1994-01-09,,395.35,,,
1994-01-10,,387.4,,,
1994-01-11,,383.35,,,
1994-01-12,,382.5,,,
1994-01-31,481.61,,,,
1994-02-28,467.14,,,,
1994-03-31,445.77,,,,
1994-04-29,450.91,,,,
1994-05-31,456.5,,,,
1994-06-30,444.27,,,,
1994-07-29,458.26,,,,
1994-08-31,475.49,,,,
1994-09-30,462.71,,,,
1994-10-31,472.35,,,,
1994-11-30,453.69,,,,
1994-12-30,459.27,,,,
1995-01-01,,375.85,,,
1995-01-02,,375.7,,,
1995-01-03,,386.55,,,
1995-01-04,,389.5,,,
1995-01-05,,384.25,,,
1995-01-06,,387.6,,,
1995-01-07,,383.35,,,
1995-01-08,,381.65,,,
1995-01-09,,383.75,,,
1995-01-10,,382.4,,,
1995-01-11,,387.85,,,
1995-01-12,,386.7,,,
1995-01-31,470.42,,,,
1995-02-28,487.39,,,,
1995-03-31,500.71,,,,
1995-04-28,514.71,,,,
1995-05-31,533.4,,,,
1995-06-30,544.75,,,,
1995-07-31,562.06,,,,
1995-08-31,561.88,,,,
1995-09-29,584.41,,,,
1995-10-31,581.5,,,,
1995-11-30,605.37,,,,
1995-12-29,615.93,,,,
1996-01-01,,403.2,,,
1996-01-02,,400.35,,,
1996-01-03,,396.7,,,
1996-01-04,,390.15,,,
1996-01-05,,390.55,,,
1996-01-06,,381.3,,,
1996-01-07,,385.5,,,
1996-01-08,,387.25,,,
1996-01-09,,379.3,,,
1996-01-10,,379.3,,,
1996-01-11,,371.9,,,
1996-01-12,,369.55,,,
1996-01-31,636.02,,,,
1996-02-29,640.43,,,,
1996-03-29,645.5,,,,
1996-04-30,654.17,,,,
1996-05-31,669.12,,,,
1996-06-28,670.63,,,,
1996-07-31,639.95,,,,
1996-08-30,651.99,,,,
1996-09-30,687.33,,,,
1996-10-31,705.27,,,,
1996-11-29,757.02,,,,
1996-12-31,740.74,,,,
1997-01-01,,345.0,,,
1997-01-02,,360.6,,,
1997-01-03,,349.5,,,
1997-01-04,,340.45,,,
1997-01-05,,345.75,,,
1997-01-06,,334.05,,,
1997-01-07,,326.0,,,
1997-01-08,,325.4,,,
1997-01-09,,328.75,,,
1997-01-10,,310.4,,,
1997-01-11,,296.9,,,
1997-01-12,,289.2,,,
1997-01-31,786.16,,,,
1997-02-28,790.82,,,,
1997-03-31,757.12,,,,
1997-04-30,801.34,,,,
1997-05-30,848.28,,,,
1997-06-30,885.14,,,,
1997-07-31,954.31,,,,
1997-08-29,899.47,,,,
1997-09-30,947.28,,,,
1997-10-31,914.62,,,,
1997-11-28,955.4,,,,
1997-12-31,970.43,,,,
1998-01-01,,301.8,,,
1998-01-02,,296.55,,,
1998-01-03,,299.9,,,
1998-01-04,,310.7,,,
1998-01-05,,292.4,,,
1998-01-06,,295.75,,,
1998-01-07,,289.4,,,
1998-01-08,,273.4,,,
1998-01-09,,294.1,,,
1998-01-10,,293.1,,,
1998-01-11,,295.75,,,
1998-01-12,,287.45,,,
1998-01-30,980.28,,,,
1998-02-27,1049.34,,,,
1998-03-31,1101.75,,,,
1998-04-30,1111.75,,,,
1998-05-29,1090.82,,,,
1998-06-30,1133.84,,,,
1998-07-31,1120.67,,,,
1998-08-31,957.28,,,,
1998-09-30,1017.01,,,,
1998-10-30,1098.67,,,,
1998-11-30,1163.63,,,,
1998-12-31,1229.23,,,,
1999-01-01,,285.65,,,
1999-01-02,,286.8,,,
1999-01-03,,279.8,,,
1999-01-04,,285.85,,,
1999-01-05,,271.05,,,
1999-01-06,,261.2,,,
1999-01-07,,256.75,,,
1999-01-08,,254.6,,,
1999-01-09,,303.75,,,
1999-01-10,,298.85,,,
1999-01-11,,292.0,,,
1999-01-12,,290.85,,,
1999-01-29,1279.64,,,,
1999-02-26,1238.33,,,,
1999-03-31,1286.37,,,,
1999-04-30,1335.18,,,,
1999-05-28,1301.84,,,,
1999-06-30,1372.71,,,,
1999-07-30,1328.72,,,,
1999-08-31,1320.41,,,,
1999-09-30,1282.71,,,,
1999-10-29,1362.93,,,,
1999-11-30,1388.91,,,,
1999-12-31,1469.25,,,,
2000-01-01,,283.05,,,
2000-01-02,,294.0,,,
2000-01-03,,275.9,,,
2000-01-04,,275.85,,,
2000-01-05,,272.25,,,
2000-01-06,,289.15,,,
2000-01-07,,277.4,,,
2000-01-08,,274.95,,,
2000-01-09,,274.1,,,
2000-01-10,,263.8,,,
2000-01-11,,267.0,,,
2000-01-12,,272.65,,,
2000-01-31,1394.46,,,,
2000-02-29,1366.42,,,,
2000-03-31,1498.58,,,,
2000-04-28,1452.43,,,,
2000-05-31,1420.6,,,,
2000-06-30,1454.6,,,,
2000-07-31,1430.83,,,,
2000-08-31,1517.68,,,,
2000-09-29,1436.51,,,,
2000-10-31,1429.4,,,,
2000-11-30,1314.95,,,,
2000-12-29,1320.28,,,,
2001-01-01,,266.2,,,
2001-01-02,,265.0,,,
2001-01-03,,259.05,,,
2001-01-04,,263.45,,,
2001-01-05,,266.1,,,
2001-01-06,,269.9,,,
2001-01-07,,265.55,,,
2001-01-08,,275.35,,,
2001-01-09,,290.85,,,
2001-01-10,,280.95,,,
2001-01-11,,274.7,,,
2001-01-12,,276.5,,,
2001-01-31,1366.01,,,,
2001-02-28,1239.94,,,,
2001-03-30,1160.33,,,,
2001-04-30,1249.46,,,,
2001-05-31,1255.82,,,,
2001-06-29,1224.38,,,,
2001-07-31,1211.23,,,,
2001-08-31,1133.58,,,,
2001-09-28,1040.94,,,,
2001-10-31,1059.78,,,,
2001-11-30,1139.45,,,,
2001-12-31,1148.08,,,,
2002-01-01,,281.5,,,
2002-01-02,,296.55,,,
2002-01-03,,303.0,,,
2002-01-04,,309.35,,,
2002-01-05,,327.25,,,
2002-01-06,,319.05,,,
2002-01-07,,305.5,,,
2002-01-08,,312.4,,,
2002-01-09,,322.4,,,
2002-01-10,,316.35,,,
2002-01-11,,318.25,,,
2002-01-12,,342.75,,,
2002-01-31,1130.2,,,,
2002-02-28,1106.73,,,,
2002-03-28,1147.39,,,,
2002-04-30,1076.92,,,,
2002-05-31,1067.14,,,,
2002-06-28,989.82,,,,
2002-07-31,911.62,,,,
2002-08-30,916.07,,,,
2002-09-30,815.28,,,,
2002-10-31,885.76,,,,
2002-11-29,936.31,,,,
2002-12-31,879.82,,,,
2003-01-01,,370.35,,,
2003-01-02,,347.65,,,
2003-01-03,,335.35,,,
2003-01-04,,336.0,,,
2003-01-05,,365.8,,,
2003-01-06,,345.15,,,
2003-01-07,,355.75,,,
2003-01-08,,371.0,,,
2003-01-09,,384.5,,,
2003-01-10,,384.6,,,
2003-01-11,,398.1,,,
2003-01-12,,417.25,,,
2003-01-31,855.7,,,,
2003-02-28,841.15,,,,
2003-03-31,848.18,,,,
2003-04-30,916.92,,,,
2003-05-30,963.59,,,,
2003-06-30,974.5,,,,
2003-07-31,990.31,,,,
2003-08-29,1008.01,,,,
2003-09-30,995.97,,,,
2003-10-31,1050.71,,,,
2003-11-28,1058.2,,,,
2003-12-31,1111.92,,,,
2004-01-01,,401.3,,,
2004-01-02,,392.25,,,
2004-01-03,,423.0,,,
2004-01-04,,387.3,,,
2004-01-05,,393.85,,,
2004-01-06,,393.75,,,
2004-01-07,,389.6,,,
2004-01-08,,408.1,,,
2004-01-09,,412.35,,,
2004-01-10,,426.2,,,
2004-01-11,,452.0,,,
2004-01-12,,438.0,,,
2004-01-30,1131.13,,,,
2004-02-27,1144.94,,,,
2004-03-31,1126.21,,,,
2004-04-30,1107.3,,,,
2004-05-28,1120.68,,,,
2004-06-30,1140.84,,,,
2004-07-30,1101.72,,,,
2004-08-31,1104.24,,,,
2004-09-30,1114.58,,,,
2004-10-29,1130.2,,,,
2004-11-30,1173.82,,,,
2004-12-31,1211.92,,,,
2005-01-01,,423.8,,,
2005-01-02,,436.55,,,
2005-01-03,,427.5,,,
2005-01-04,,433.2,,,
2005-01-05,,416.9,,,
2005-01-06,,436.8,,,
2005-01-07,,427.15,,,
2005-01-08,,433.0,,,
2005-01-09,,473.4,,,
2005-01-10,,472.65,,,
2005-01-11,,493.8,,,
2005-01-12,,513.0,,,
2005-01-31,1181.27,,,,
2005-02-28,1203.6,,,,
2005-03-31,1180.59,,,,
2005-04-29,1156.85,,,,
2005-05-31,1191.5,,,,
2005-06-30,1191.33,,,,
2005-07-29,1234.18,,,,
2005-08-31,1220.33,,,,
2005-09-30,1228.81,,,,
2005-10-31,1207.01,,,,
2005-11-30,1249.48,,,,
2005-12-30,1248.29,,,,
2006-01-01,,569.8,,,
2006-01-02,,556.5,,,
2006-01-03,,584.0,,,
2006-01-04,,638.25,,,
2006-01-05,,654.0,,,
2006-01-06,,600.4,,,
2006-01-07,,637.0,,,
2006-01-08,,621.75,,,
2006-01-09,,601.75,,,
2006-01-10,,600.9,,,
2006-01-11,,638.4,,,
2006-01-12,,635.7,,,
2006-01-31,1280.08,,,,
2006-02-28,1280.66,,,,
2006-03-31,1294.87,,,,
2006-04-28,1310.61,,,,
2006-05-31,1270.09,,,,
2006-06-30,1270.2,,,,
2006-07-31,1276.66,,,,
2006-08-31,1303.82,,,,
2006-09-29,1335.85,,,,
2006-10-31,1377.94,,,,
2006-11-30,1400.63,,,,
2006-12-29,1418.3,,,,
2007-01-01,,645.75,,,
2007-01-02,,677.0,,,
2007-01-03,,663.5,,,
2007-01-04,,678.0,,,
2007-01-05,,656.6,,,
2007-01-06,,648.5,,,
2007-01-07,,666.75,,,
2007-01-08,,668.0,,,
2007-01-09,,737.75,,,
2007-01-10,,783.0,,,
2007-01-11,,794.75,,,
2007-01-12,,836.5,,,
2007-01-31,1438.24,,,,
2007-02-28,1406.82,,,,
2007-03-30,1420.86,,,,
2007-04-30,1482.37,,,,
2007-05-31,1530.62,,,,
2007-06-29,1503.35,,,,
2007-07-31,1455.27,,,,
2007-08-31,1473.99,,,,
2007-09-28,1526.75,,,,
2007-10-31,1549.38,,,,
2007-11-30,1481.14,,,,
2007-12-31,1468.36,,,,
2008-01-01,,923.75,,,
2008-01-02,,969.0,,,
2008-01-03,,937.25,,,
2008-01-04,,867.75,,,
2008-01-05,,879.5,,,
2008-01-06,,932.75,,,
2008-01-07,,912.0,,,
2008-01-08,,836.5,,,
2008-01-09,,897.0,,,
2008-01-10,,728.5,,,
2008-01-11,,813.5,,,
2008-01-12,,865.0,,,
2008-01-31,1378.55,,,,
2008-02-29,1330.63,,,,
2008-03-31,1322.7,,,,
2008-04-30,1385.59,,,,
2008-05-30,1400.38,,,,
2008-06-30,1280.0,,,,
2008-07-31,1267.38,,,,
2008-08-29,1282.83,,,,
2008-09-30,1166.36,,,,
2008-10-31,968.75,,,,
2008-11-28,896.24,,,,
2008-12-31,903.25,,,,
2009-01-01,,918.5,,,
2009-01-02,,943.75,,,
2009-01-03,,918.5,,,
2009-01-04,,889.0,,,
2009-01-05,,972.0,,,
2009-01-06,,941.0,,,
2009-01-07,,936.5,,,
2009-01-08,,950.75,,,
2009-01-09,,1001.25,,,
2009-01-10,,1044.5,,,
2009-01-11,,1172.0,,,
2009-01-12,,1104.0,,,
2009-01-30,825.88,,,,
2009-02-27,735.09,,,,
2009-03-31,797.87,,,,
2009-04-30,872.81,,,,
2009-05-29,919.14,,,,
2009-06-30,919.32,,,,
2009-07-31,987.48,,,,
2009-08-31,1020.62,,,,
2009-09-30,1057.08,,,,
2009-10-30,1036.19,,,,
2009-11-30,1095.63,,,,
2009-12-31,1115.1,,,,
2010-01-01,,1082.75,,,
2010-01-02,,1112.5,,,
2010-01-03,,1109.5,,,
2010-01-04,,1175.25,,,
2010-01-05,,1214.0,,,
2010-01-06,,1240.5,,,
2010-01-07,,1168.0,,,
2010-01-08,,1233.5,,,
2010-01-09,,1311.0,,,
2010-01-10,,1336.75,,,
2010-01-11,,1375.0,,,
2010-01-12,,1410.25,,,
2010-01-29,1073.87,,,,
2010-02-26,1104.49,,,,
2010-03-31,1169.43,,,,
2010-04-30,1186.69,,,,
2010-05-28,1089.41,,,,
2010-06-30,1030.71,,,,
2010-07-30,1101.6,,,,
2010-08-31,1049.33,,,,
2010-09-30,1141.2,,,,
2010-10-29,1183.26,,,,
2010-11-30,1180.55,,,,
2010-12-31,1257.64,,,,
2011-01-01,,1333.5,,,
2011-01-02,,1409.75,,,
2011-01-03,,1431.0,,,
2011-01-04,,1531.0,,,
2011-01-05,,1537.0,,,
2011-01-06,,1508.0,,,
2011-01-07,,1613.75,,,
2011-01-08,,1826.0,,,
2011-01-09,,1629.0,,,
2011-01-10,,1718.0,,,
2011-01-11,,1704.0,,,
2011-01-12,,1574.5,,,
2011-01-31,1286.12,,,,
2011-02-28,1327.22,,,,
2011-03-31,1325.83,,,,
2011-04-29,1363.61,,,,
2011-05-31,1345.2,,,,
2011-06-30,1320.64,,,,
2011-07-29,1292.28,,,,
2011-08-31,1218.89,,,,
2011-09-30,1131.42,,,,
2011-10-31,1253.3,,,,
2011-11-30,1246.96,,,,
2011-12-30,1257.6,,,,
2012-01-01,,1738.0,,,
2012-01-02,,1788.0,,,
2012-01-03,,1660.75,,,
2012-01-04,,1662.5,,,
2012-01-05,,1567.5,,,
2012-01-06,,1569.5,,,
2012-01-07,,1622.75,,,
2012-01-08,,1657.75,,,
2012-01-09,,1781.0,,,
2012-01-10,,1718.0,,,
2012-01-11,,1728.25,,,
2012-01-12,,1664.0,,,
2012-01-31,1312.41,,,,
2012-02-29,1365.68,,,,
2012-03-30,1408.47,,,,
2012-04-30,1397.91,,,,
2012-05-31,1310.33,,,,
2012-06-29,1362.16,,,,
2012-07-31,1379.32,,,,
2012-08-31,1406.58,,,,
2012-09-28,1440.67,,,,
2012-10-31,1412.16,,,,
2012-11-30,1416.18,,,,
2012-12-31,1426.19,,,,
2013-01-01,,1674.5,,,
2013-01-02,,1591.0,,,
2013-01-03,,1602.5,,,
2013-01-04,,1472.75,,,
2013-01-05,,1410.25,,,
2013-01-06,,1203.25,,,
2013-01-07,,1331.5,,,
2013-01-08,,1392.75,,,
2013-01-09,,1335.75,,,
2013-01-10,,1333.75,,,
2013-01-11,,1245.25,,,
2013-01-12,,1201.5,,,
2013-01-31,1498.11,,,,
2013-02-28,1514.68,,,,
2013-03-28,1569.19,,,,
2013-04-30,1597.57,,,,
2013-05-31,1630.74,,,,
2013-06-28,1606.28,,,,
2013-07-31,1685.73,,,,
2013-08-30,1632.97,,,,
2013-09-30,1681.55,,,,
2013-10-31,1756.54,,,,
2013-11-29,1805.81,,,,
2013-12-31,1848.36,,,,
2014-01-01,,1246.5,,,
2014-01-02,,1327.75,,,
2014-01-03,,1294.0,,,
2014-01-04,,1292.0,,,
2014-01-05,,1254.0,,,
2014-01-06,,1313.0,,,
2014-01-07,,1295.0,,,
2014-01-08,,1285.75,,,
2014-01-09,,1210.0,,,
2014-01-10,,1173.25,,,
2014-01-11,,1184.5,,,
2014-01-12,,1199.25,,,
2014-01-31,1782.59,,,,
2014-02-28,1859.45,,,,
2014-03-31,1872.34,,,,
2014-04-30,1883.95,,,,
2014-05-30,1923.57,,,,
2014-06-30,1960.23,,,,
2014-07-31,1930.67,,,,
2014-08-29,2003.37,,,,
2014-09-30,1972.29,,,,
2014-10-31,2018.05,,,,
2014-11-28,2067.56,,,,
2014-12-31,2058.9,,,,
2015-01-01,,1263.5,,,
2015-01-02,,1205.0,,,
2015-01-03,,1179.25,,,
2015-01-04,,1204.3,,,
2015-01-05,,1189.8,,,
2015-01-06,,1171.8,,,
2015-01-07,,1095.1,,,
2015-01-08,,1132.5,,,
2015-01-09,,1115.2,,,
2015-01-10,,1141.4,,,
2015-01-11,,1065.3,,,
2015-01-12,,1060.2,,,
2015-01-30,1994.99,,,,
2015-02-27,2104.5,,,,
2015-03-31,2067.89,,,,
2015-04-30,2085.51,,,,
2015-05-29,2107.39,,,,
2015-06-30,2063.11,,,,
2015-07-31,2103.84,,,,
2015-08-31,1972.18,,,,
2015-09-30,1920.03,,,,
2015-10-30,2079.36,,,,
2015-11-30,2080.41,,,,
2015-12-31,2043.94,,,,
2016-01-01,,1116.4,,,
2016-01-02,,1234.4,,,
2016-01-03,,1235.6,,,
2016-01-04,,1290.5,,,
2016-01-05,,1217.5,,,
2016-01-06,,1320.6,,,
2016-01-07,,1357.5,,,
2016-01-08,,1311.4,,,
2016-01-09,,1317.1,,,
2016-01-10,,1273.1,,,
2016-01-11,,1173.9,,,
2016-01-12,,1151.7,,,
2016-01-29,1940.24,,,,
2016-02-29,1932.23,,,,
2016-03-31,2059.74,,,,
2016-04-29,2065.3,,,,
2016-05-31,2096.96,,,,
2016-06-30,2098.86,,,,
2016-07-29,2173.6,,,,
2016-08-31,2170.95,,,,
2016-09-30,2168.27,,,,
2016-10-31,2126.15,,,,
2016-11-30,2198.81,,,,
2016-12-30,2238.83,,,,
2017-01-01,,1211.4,,,
2017-01-02,,1253.9,,,
2017-01-03,,1251.2,,,
2017-01-04,,1268.3,,,
2017-01-05,,1275.4,,,
2017-01-06,,1242.3,,,
2017-01-07,,1273.4,,,
2017-01-08,,1322.2,,,
2017-01-09,,1284.8,,,
2017-01-10,,1270.5,,,
2017-01-11,,1282.15,,,
2017-01-12,,1296.5,,,
2017-01-31,2278.87,,,,
2017-02-28,2363.64,,,,
2017-03-31,2362.72,,,,
2017-04-28,2384.2,,,,
2017-05-31,2411.8,,,,
2017-06-30,2423.41,,,,
2017-07-31,2470.3,,,,
2017-08-31,2471.65,,,,
2017-09-29,2519.36,,,,
2017-10-31,2575.26,,,,
2017-11-30,2647.58,,,,
2017-12-29,2673.61,,,,
2018-01-01,,1343.35,,,
2018-01-02,,1320.3,,,
2018-01-03,,1323.9,,,
2018-01-04,,1316.25,,,
2018-01-05,,1303.5,,,
2018-01-06,,1250.55,,,
2018-01-07,,1219.2,,,
2018-01-08,,1206.85,,,
2018-01-09,,1183.5,,,
2018-01-10,,1217.7,,,
2018-01-11,,1220.45,,,
2018-01-12,,1281.65,,,
2018-01-31,2823.81,,,,
2018-02-28,2713.83,,,,
2018-03-29,2640.87,,,,
2018-04-30,2648.05,,,,
2018-05-31,2705.27,,,,
2018-06-29,2718.37,,,,
2018-07-31,2816.29,,,,
2018-08-31,2901.52,,,,
2018-09-28,2913.98,,,,
2018-10-31,2711.74,,,,
2018-11-30,2760.17,,,,
2018-12-31,2506.85,,,,
2019-01-01,,1322.5,,,
2019-01-02,,1325.45,,,
2019-01-03,,1291.15,,,
2019-01-04,,1285.15,,,
2019-01-05,,1296.0,,,
2019-01-06,,1413.2,,,
2019-01-07,,1430.55,,,
2019-01-08,,1526.55,,,
2019-01-09,,1487.6,,,
2019-01-10,,1506.4,,,
2019-01-11,,1456.35,,,
2019-01-12,,1523.0,,,
2019-01-31,2704.1,,,,
2019-02-28,2784.49,,,,
2019-03-29,2834.4,,,,
2019-04-30,2945.83,,,,
2019-05-31,2752.06,,,,
2019-06-28,2941.76,,,,
2019-07-31,2980.38,,,,
2019-08-30,2926.46,,,,
2019-09-30,2976.74,,,,
2019-10-31,3037.56,,,,
2019-11-29,3140.98,,,,
2019-12-31,3230.78,,,,
2020-01-01,,1580.85,,,
2020-01-02,,1626.35,,,
2020-01-03,,1604.65,,,
2020-01-04,,1716.75,,,
2020-01-05,,1725.65,,,
2020-01-06,,1770.7,,,
2020-01-07,,1971.68,,,
2020-01-08,,1970.5,,,
2020-01-09,,1893.9,,,
2020-01-10,,1879.9,,,
2020-01-11,,1779.86,,,
2020-01-12,,1895.1,,,
2020-01-31,3225.52,,,,
2020-02-28,2954.22,,,,
2020-03-31,2584.59,,,,
2020-04-30,2912.43,,,,
2020-05-29,3044.31,,,,
2020-06-30,3100.29,,,,
2020-07-31,3271.12,,,,
2020-08-31,3500.31,,,,
2020-09-30,3363.0,,,,
2020-10-30,3269.96,,,,
2020-11-30,3621.63,,,,
2020-12-31,3756.07,,,,
2021-01-01,,1849.7,,,
2021-01-02,,1728.8,,,
2021-01-03,,1715.24,,,
2021-01-04,,1767.7,,,
2021-01-05,,1904.74,,,
2021-01-06,,1771.6,,,
2021-01-07,,1814.12,,,
2021-01-08,,1815.8,,,
2021-01-09,,1756.66,,,
2021-01-10,,1783.9,,,
2021-01-11,,1775.92,,,
2021-01-12,,1828.6,,,
2021-01-29,3714.24,,,,
2021-02-26,3811.15,,,,
2021-03-31,3972.89,,,,
2021-04-30,4181.17,,,,
2021-05-28,4204.11,,,,
2021-06-30,4297.5,,,,
2021-07-30,4395.26,,,,
2021-08-31,4522.68,,,,
2021-09-30,4307.54,,,,
2021-10-29,4605.38,,,,
2021-11-30,4567.0,,,,
2021-12-31,4766.18,,,,
2022-01-01,,1796.12,,,
2022-01-02,,1900.7,,,
2022-01-03,,1953.04,,,
2022-01-04,,1911.7,,,
2022-01-05,,1847.26,,,
2022-01-06,,1817.4548,,,
2022-01-07,,1766.4309,,,
2022-01-08,,1708.58,,,
2022-01-09,,1660.8799,,,
2022-01-10,,1632.38,,,
2022-01-11,,1768.61,,,
2022-01-12,,1824.3233,,,
2022-01-31,4515.55,,,,
2022-02-28,4373.94,,,,
2022-03-31,4530.41,,,,
2022-04-29,4131.93,,,,
2022-05-31,4132.15,,,,
2022-06-30,3785.38,,,,
2022-07-29,4130.29,,,,
2022-08-31,3955.0,,,,
2022-09-30,3585.62,,,,
2022-10-31,3871.98,,,,
2022-11-30,4080.11,,,,
2022-12-31,3839.5,,,,
2023-01-01,,1928.1201,,,
2023-01-02,,1826.7404,,,
2023-01-03,,1969.5459,,,
2023-01-04,,1990.6,,,
2023-01-05,,1965.2,,,
2023-01-06,,1919.5693,,,
2023-01-07,,1964.3387,,,
2023-01-08,,1939.8281,,,
2023-01-09,,1848.4898,,,
2023-01-10,,1984.0109,,,
2023-01-11,,2044.8957,,,
2023-01-12,,2062.9233,,,
2023-01-31,4076.6,,,,
2023-02-28,3970.15,,,,
2023-03-31,4109.31,,,,
2023-04-28,4169.48,,,,
2023-05-31,4179.83,,,,
2023-06-30,4450.38,,,,
2023-07-31,4588.96,,,,
2023-08-31,4507.66,,,,
2023-09-29,4288.05,,,,
2023-10-31,4193.8,,,,
2023-11-30,4567.8,,,,
2023-12-29,4769.83,,,,
2024-01-01,,2039.1538,,,
2024-01-02,,2044.1997,,,
2024-01-03,,2231.5551,,,
2024-01-04,,2285.9886,,,
2024-01-05,,2327.2836,,,
2024-01-06,,2326.7177,,,
2024-01-07,,2447.3573,,,
2024-01-08,,2503.3796,,,
2024-01-09,,2634.7649,,,
2024-01-10,,2746.7019,,,
2024-01-11,,2651.2196,,,
2024-01-12,,2624.603,,,
2024-01-31,4845.65,,,,
2024-02-29,5096.27,,,,
2024-03-28,5254.35,,,,
2024-04-30,5035.69,,,,
2024-05-31,5277.51,,,,
2024-06-28,5460.48,,,,
2024-07-31,5522.3,,,,
2024-08-30,5648.4,,,,
2024-09-30,5762.48,,,,
2024-10-31,5705.45,,,,
2024-11-29,6032.38,,,,
2024-12-31,5881.63,,,,
2025-01-01,,2798.1969,,,
2025-01-02,,2858.0493,,,
